answer,word_ids,vocab_size,predicted_profiles
protagonist,"[3, 11, 12, 8, 2, 17, 12, 5, 6, 7, 8]",34,"[0.08483925461769104, 0.0448002852499485, 0.10103843361139297, 0.7554835677146912, 0.013838477432727814]"
realistic fiction,"[11, 4, 2, 14, 6, 7, 8, 6, 18, 31, 22, 6, 18, 8, 6, 12, 5]",34,"[0.2963183522224426, 0.07684431225061417, 0.5081502199172974, 0.09493610262870789, 0.02375101111829281]"
satire,"[7, 2, 8, 6, 11, 4]",34,"[0.5586592555046082, 0.11095638573169708, 0.2261723279953003, 0.08805344998836517, 0.016158604994416237]"
symbolism,"[7, 21, 19, 10, 12, 14, 6, 7, 19]",34,"[0.1448855698108673, 0.18839216232299805, 0.36405840516090393, 0.24427473545074463, 0.05838915333151817]"
tone,"[8, 12, 5, 4]",34,"[0.4396836757659912, 0.18933047354221344, 0.14238940179347992, 0.1731439083814621, 0.05545255169272423]"
assumption,"[2, 7, 7, 13, 19, 3, 8, 6, 12, 5]",34,"[0.09191885590553284, 0.05023396015167236, 0.7031668424606323, 0.1460205614566803, 0.00865981262177229]"
attribute,"[2, 8, 8, 11, 6, 10, 13, 8, 4]",34,"[0.05734134092926979, 0.061875104904174805, 0.710376501083374, 0.16475102305412292, 0.005656025838106871]"
categorize,"[18, 2, 8, 4, 17, 12, 11, 6, 15, 4]",34,"[0.15702614188194275, 0.4945034980773926, 0.044270604848861694, 0.2924765646457672, 0.011723256669938564]"
cause and effect,"[18, 2, 13, 7, 4, 31, 2, 5, 20, 31, 4, 22, 22, 4, 18, 8]",34,"[0.6546125411987305, 0.006314847152680159, 0.24401052296161652, 0.08846857398748398, 0.0065934918820858]"
chronological order,"[18, 9, 11, 12, 5, 12, 14, 12, 17, 6, 18, 2, 14, 31, 12, 11, 20, 4, 11]",34,"[0.17389582097530365, 0.08895799517631531, 0.3725188970565796, 0.3454116880893707, 0.019215591251850128]"
coherent,"[18, 12, 9, 4, 11, 4, 5, 8]",34,"[0.20056520402431488, 0.37544792890548706, 0.16402772068977356, 0.19993744790554047, 0.06002172827720642]"
cohesion,"[18, 12, 9, 4, 7, 6, 12, 5]",34,"[0.24473677575588226, 0.3316725790500641, 0.2141384333372116, 0.147949680685997, 0.06150243803858757]"
compare and contrast,"[18, 12, 19, 3, 2, 11, 4, 31, 2, 5, 20, 31, 18, 12, 5, 8, 11, 2, 7, 8]",34,"[0.34686279296875, 0.019723322242498398, 0.1312321275472641, 0.4924754500389099, 0.00970620196312666]"
compile,"[18, 12, 19, 3, 6, 14, 4]",34,"[0.39452749490737915, 0.1704704910516739, 0.0865691676735878, 0.3066886365413666, 0.04174419865012169]"
concede,"[18, 12, 5, 18, 4, 20, 4]",34,"[0.19680669903755188, 0.24541804194450378, 0.08021954447031021, 0.28920778632164, 0.1883479207754135]"
consolidate,"[18, 12, 5, 7, 12, 14, 6, 20, 2, 8, 4]",34,"[0.06236915662884712, 0.09450764209032059, 0.06687570363283157, 0.7589377760887146, 0.01730971224606037]"
corroborate,"[18, 12, 11, 11, 12, 10, 12, 11, 2, 8, 4]",34,"[0.2205774337053299, 0.272084504365921, 0.09092897921800613, 0.40387725830078125, 0.012531888671219349]"
counterargument,"[18, 12, 13, 5, 8, 4, 11, 2, 11, 17, 13, 19, 4, 5, 8]",34,"[0.06241839379072189, 0.02526210993528366, 0.7790232300758362, 0.12853194773197174, 0.004764342214912176]"
credibility,"[18, 11, 4, 20, 6, 10, 6, 14, 6, 8, 21]",34,"[0.20148257911205292, 0.22605423629283905, 0.269540935754776, 0.20384153723716736, 0.09908074885606766]"
critique,"[18, 11, 6, 8, 6, 24, 13, 4]",34,"[0.20514319837093353, 0.10005065053701401, 0.1719060242176056, 0.4933983087539673, 0.02950187213718891]"
cultural,"[18, 13, 14, 8, 13, 11, 2, 14]",34,"[0.242704838514328, 0.4288803040981293, 0.06403311342000961, 0.21072918176651, 0.05365259572863579]"
differentiate,"[20, 6, 22, 22, 4, 11, 4, 5, 8, 6, 2, 8, 4]",34,"[0.3013007938861847, 0.03505171090364456, 0.5635603666305542, 0.09076271951198578, 0.009324382990598679]"
economic,"[4, 18, 12, 5, 12, 19, 6, 18]",34,"[0.13871143758296967, 0.1750168353319168, 0.09202370047569275, 0.4945787787437439, 0.09966932982206345]"
elaboration,"[4, 14, 2, 10, 12, 11, 2, 8, 6, 12, 5]",34,"[0.0798431858420372, 0.7239730954170227, 0.046178534626960754, 0.13662242889404297, 0.013382822275161743]"
empathy,"[4, 19, 3, 2, 8, 9, 21]",34,"[0.09577931463718414, 0.08898059278726578, 0.2852061092853546, 0.4920254051685333, 0.03800860047340393]"
generalize,"[17, 4, 5, 4, 11, 2, 14, 6, 15, 4]",34,"[0.057584941387176514, 0.9030613303184509, 0.005392900668084621, 0.02509743720293045, 0.008863460272550583]"
implication,"[6, 19, 3, 14, 6, 18, 2, 8, 6, 12, 5]",34,"[0.03440956398844719, 0.042268987745046616, 0.8249748349189758, 0.08813408017158508, 0.01021254900842905]"
incorporate,"[6, 5, 18, 12, 11, 3, 12, 11, 2, 8, 4]",34,"[0.0819297656416893, 0.12308584153652191, 0.0421440564095974, 0.7382893562316895, 0.014551036059856415]"
objective,"[12, 10, 23, 4, 18, 8, 6, 28, 4]",34,"[0.2905462384223938, 0.047584906220436096, 0.3887002766132355, 0.25400397181510925, 0.01916462741792202]"
political,"[3, 12, 14, 6, 8, 6, 18, 2, 14]",34,"[0.10383272916078568, 0.307280033826828, 0.3564576208591461, 0.20930519700050354, 0.023124439641833305]"
problem and solution,"[3, 11, 12, 10, 14, 4, 19, 31, 2, 5, 20, 31, 7, 12, 14, 13, 8, 6, 12, 5]",34,"[0.17061831057071686, 0.01889415830373764, 0.23492984473705292, 0.5687869191169739, 0.006770731415599585]"
reasoning,"[11, 4, 2, 7, 12, 5, 6, 5, 17]",34,"[0.29142847657203674, 0.08849070966243744, 0.28816840052604675, 0.3150235712528229, 0.016888907179236412]"
refute,"[11, 4, 22, 13, 8, 4]",34,"[0.6089693903923035, 0.11037414520978928, 0.1615171581506729, 0.10915134102106094, 0.009988020174205303]"
reliability,"[11, 4, 14, 6, 2, 10, 6, 14, 6, 8, 21]",34,"[0.1252192258834839, 0.6170319318771362, 0.09664492309093475, 0.12216294556856155, 0.03894105181097984]"
revision,"[11, 4, 28, 6, 7, 6, 12, 5]",34,"[0.2885226607322693, 0.09824442863464355, 0.3680274486541748, 0.20728516578674316, 0.037920307368040085]"
social,"[7, 12, 18, 6, 2, 14]",34,"[0.2387256920337677, 0.4589104652404785, 0.10640546679496765, 0.10559754818677902, 0.09036080539226532]"
subjective,"[7, 13, 10, 23, 4, 18, 8, 6, 28, 4]",34,"[0.17920507490634918, 0.12304505705833435, 0.27576345205307007, 0.40634456276893616, 0.01564190536737442]"
text structure,"[8, 4, 27, 8, 31, 7, 8, 11, 13, 18, 8, 13, 11, 4]",34,"[0.26040539145469666, 0.03592429682612419, 0.5851353406906128, 0.10834936797618866, 0.01018558256328106]"
thesis,"[8, 9, 4, 7, 6, 7]",34,"[0.33441540598869324, 0.35711991786956787, 0.08841613680124283, 0.1756909191608429, 0.044357653707265854]"
validity,"[28, 2, 14, 6, 20, 6, 8, 21]",34,"[0.13132737576961517, 0.30775734782218933, 0.29910439252853394, 0.20386987924575806, 0.057941023260354996]"
verify,"[28, 4, 11, 6, 22, 21]",34,"[0.2628437876701355, 0.2967053949832916, 0.1863519698381424, 0.15707573294639587, 0.09702309221029282]"
Content Words,"[18, 12, 5, 8, 4, 5, 8, 31, 26, 12, 11, 20, 7]",34,"[0.4972594082355499, 0.06275100260972977, 0.19995351135730743, 0.21182595193386078, 0.02821016125380993]"
abolition,"[2, 10, 12, 14, 6, 8, 6, 12, 5]",34,"[0.12203262746334076, 0.3525921106338501, 0.20712311565876007, 0.26756757497787476, 0.05068453773856163]"
amendment,"[2, 19, 4, 5, 20, 19, 4, 5, 8]",34,"[0.07292953133583069, 0.7385950684547424, 0.10732704401016235, 0.0723208412528038, 0.00882755871862173]"
atmosphere,"[2, 8, 19, 12, 7, 3, 9, 4, 11, 4]",34,"[0.15494495630264282, 0.07760800421237946, 0.2048397660255432, 0.5384211540222168, 0.024186143651604652]"
atom,"[2, 8, 12, 19]",34,"[0.24412693083286285, 0.4110676050186157, 0.08758776634931564, 0.22107049822807312, 0.03614722564816475]"
Bill of Rights,"[10, 6, 14, 14, 31, 12, 22, 31, 11, 6, 17, 9, 8, 7]",34,"[0.2618432641029358, 0.028435049578547478, 0.6529220938682556, 0.04194394871592522, 0.014855657704174519]"
biosphere,"[10, 6, 12, 7, 3, 9, 4, 11, 4]",34,"[0.3304332196712494, 0.11094329506158829, 0.2578763961791992, 0.24798619747161865, 0.052760835736989975]"
cellular respiration,"[18, 4, 14, 14, 13, 14, 2, 11, 31, 11, 4, 7, 3, 6, 11, 2, 8, 6, 12, 5]",34,"[0.5897266268730164, 0.06689673662185669, 0.23459492623806, 0.09953134506940842, 0.009250330738723278]"
checks and balances,"[18, 9, 4, 18, 16, 7, 31, 2, 5, 20, 31, 10, 2, 14, 2, 5, 18, 4, 7]",34,"[0.41588646173477173, 0.01713929884135723, 0.34885624051094055, 0.14313648641109467, 0.07498152554035187]"
chemical reaction,"[18, 9, 4, 19, 6, 18, 2, 14, 31, 11, 4, 2, 18, 8, 6, 12, 5]",34,"[0.3266478180885315, 0.0887710228562355, 0.36083364486694336, 0.20489402115345, 0.01885348930954933]"
Civil War,"[18, 6, 28, 6, 14, 31, 26, 2, 11]",34,"[0.5419292449951172, 0.1470797061920166, 0.05051260069012642, 0.20013728737831116, 0.06034126877784729]"
colonization,"[18, 12, 14, 12, 5, 6, 15, 2, 8, 6, 12, 5]",34,"[0.14378689229488373, 0.33576154708862305, 0.14675959944725037, 0.32234734296798706, 0.0513446219265461]"
controlled experiment,"[18, 12, 5, 8, 11, 12, 14, 14, 4, 20, 31, 4, 27, 3, 4, 11, 6, 19, 4, 5, 8]",34,"[0.13204529881477356, 0.08765923976898193, 0.5878691077232361, 0.17086610198020935, 0.021560195833444595]"
coordinate plane,"[18, 12, 12, 11, 20, 6, 5, 2, 8, 4, 31, 3, 14, 2, 5, 4]",34,"[0.3473159074783325, 0.01663155108690262, 0.5527113676071167, 0.0786881223320961, 0.004652946721762419]"
data,"[20, 2, 8, 2]",34,"[0.24749183654785156, 0.22996272146701813, 0.18352071940898895, 0.28779491782188416, 0.05122974514961243]"
federalism,"[22, 4, 20, 4, 11, 2, 14, 6, 7, 19]",34,"[0.16299273073673248, 0.5386741757392883, 0.11401426792144775, 0.14712963998317719, 0.03718918561935425]"
force,"[22, 12, 11, 18, 4]",34,"[0.35393914580345154, 0.18922391533851624, 0.13013149797916412, 0.24252863228321075, 0.0841769278049469]"
geosphere,"[17, 4, 12, 7, 3, 9, 4, 11, 4]",34,"[0.20200443267822266, 0.06026015430688858, 0.1370197981595993, 0.5694989562034607, 0.031216636300086975]"
gravity,"[17, 11, 2, 28, 6, 8, 21]",34,"[0.17246907949447632, 0.17464163899421692, 0.10344022512435913, 0.516246497631073, 0.03320258483290672]"
hydrosphere,"[9, 21, 20, 11, 12, 7, 3, 9, 4, 11, 4]",34,"[0.19614726305007935, 0.04849548265337944, 0.43335840106010437, 0.2889936566352844, 0.033005207777023315]"
indigenous,"[6, 5, 20, 6, 17, 4, 5, 12, 13, 7]",34,"[0.17654690146446228, 0.23898087441921234, 0.20957034826278687, 0.3530884087085724, 0.02181345224380493]"
molecule,"[19, 12, 14, 4, 18, 13, 14, 4]",34,"[0.4962131977081299, 0.3729759752750397, 0.04712575301527977, 0.076073557138443, 0.007611457258462906]"
motion,"[19, 12, 8, 6, 12, 5]",34,"[0.16340947151184082, 0.4015793800354004, 0.2045913189649582, 0.19236662983894348, 0.03805314376950264]"
ordered pair,"[12, 11, 20, 4, 11, 4, 20, 31, 3, 2, 6, 11]",34,"[0.5934877991676331, 0.08465757220983505, 0.09894941002130508, 0.1932772547006607, 0.029627986252307892]"
organism,"[12, 11, 17, 2, 5, 6, 7, 19]",34,"[0.1305537223815918, 0.026530928909778595, 0.5426701903343201, 0.27454492449760437, 0.025700246915221214]"
percent,"[3, 4, 11, 18, 4, 5, 8]",34,"[0.19814147055149078, 0.22580809891223907, 0.07151442021131516, 0.4190051555633545, 0.08553086221218109]"
photosynthesis,"[3, 9, 12, 8, 12, 7, 21, 5, 8, 9, 4, 7, 6, 7]",34,"[0.15345175564289093, 0.1269574761390686, 0.259144127368927, 0.4362492561340332, 0.024197418242692947]"
physical change,"[3, 9, 21, 7, 6, 18, 2, 14, 31, 18, 9, 2, 5, 17, 4]",34,"[0.366290807723999, 0.03201400861144066, 0.3048476278781891, 0.27039289474487305, 0.02645472250878811]"
proportion,"[3, 11, 12, 3, 12, 11, 8, 6, 12, 5]",34,"[0.09073397517204285, 0.09790176898241043, 0.43000853061676025, 0.36024561524391174, 0.021110132336616516]"
quadrant,"[24, 13, 2, 20, 11, 2, 5, 8]",34,"[0.26948282122612, 0.09151380509138107, 0.17937585711479187, 0.4278612434864044, 0.031766220927238464]"
ratio,"[11, 2, 8, 6, 12]",34,"[0.15443643927574158, 0.5486329793930054, 0.12488679587841034, 0.13451610505580902, 0.03752763941884041]"
Reconstruction,"[11, 4, 18, 12, 5, 7, 8, 11, 13, 18, 8, 6, 12, 5]",34,"[0.09167073667049408, 0.04764629900455475, 0.6260759234428406, 0.21868480741977692, 0.015922216698527336]"
settlement,"[7, 4, 8, 8, 14, 4, 19, 4, 5, 8]",34,"[0.2578713595867157, 0.2672865688800812, 0.32306504249572754, 0.1391075700521469, 0.012669513002038002]"
Literary Words,"[14, 6, 8, 4, 11, 2, 11, 21, 31, 26, 12, 11, 20, 7]",34,"[0.5630433559417725, 0.05657793581485748, 0.20488420128822327, 0.15877562761306763, 0.016718896105885506]"
allegory,"[2, 14, 14, 4, 17, 12, 11, 21]",34,"[0.18528074026107788, 0.0949590802192688, 0.4134577810764313, 0.28940507769584656, 0.01689734496176243]"
archetype,"[2, 11, 18, 9, 4, 8, 21, 3, 4]",34,"[0.1901472806930542, 0.10529143363237381, 0.3757162392139435, 0.25228485465049744, 0.07656022906303406]"
characterization,"[18, 9, 2, 11, 2, 18, 8, 4, 11, 6, 15, 2, 8, 6, 12, 5]",34,"[0.17599628865718842, 0.15669788420200348, 0.3936956822872162, 0.2467433214187622, 0.026866812258958817]"
denouement,"[20, 4, 5, 12, 13, 4, 19, 4, 5, 8]",34,"[0.19825555384159088, 0.20095139741897583, 0.244907408952713, 0.3378625810146332, 0.018023142591118813]"
dramatic irony,"[20, 11, 2, 19, 2, 8, 6, 18, 31, 6, 11, 12, 5, 21]",34,"[0.3572172522544861, 0.06134525686502457, 0.110997274518013, 0.40281540155410767, 0.06762488931417465]"
dynamic character,"[20, 21, 5, 2, 19, 6, 18, 31, 18, 9, 2, 11, 2, 18, 8, 4, 11]",34,"[0.1857319176197052, 0.15423303842544556, 0.1264166235923767, 0.4975762367248535, 0.03604218736290932]"
epilogue,"[4, 3, 6, 14, 12, 17, 13, 4]",34,"[0.26374903321266174, 0.20124658942222595, 0.05729033425450325, 0.46933120489120483, 0.008382922038435936]"
exposition,"[4, 27, 3, 12, 7, 6, 8, 6, 12, 5]",34,"[0.048908133059740067, 0.10544861853122711, 0.4741417169570923, 0.32887494564056396, 0.04262654855847359]"
falling action,"[22, 2, 14, 14, 6, 5, 17, 31, 2, 18, 8, 6, 12, 5]",34,"[0.09922569245100021, 0.021524330601096153, 0.8576051592826843, 0.01872982643544674, 0.0029149840120226145]"
foil,"[22, 12, 6, 14]",34,"[0.8118668794631958, 0.07472749799489975, 0.07289137691259384, 0.029399605467915535, 0.011114601977169514]"
indirect characterization,"[6, 5, 20, 6, 11, 4, 18, 8, 31, 18, 9, 2, 11, 2, 18, 8, 4, 11, 6, 15, 2, 8, 6, 12, 5]",34,"[0.32211560010910034, 0.07463046908378601, 0.3916334807872772, 0.19155168533325195, 0.020068859681487083]"
limited narrator,"[14, 6, 19, 6, 8, 4, 20, 31, 5, 2, 11, 11, 2, 8, 12, 11]",34,"[0.1097499430179596, 0.40229761600494385, 0.14722709357738495, 0.3331749439239502, 0.007550343871116638]"
motif,"[19, 12, 8, 6, 22]",34,"[0.3760063052177429, 0.15155163407325745, 0.34664830565452576, 0.08338555693626404, 0.04240815341472626]"
prologue,"[3, 11, 12, 14, 12, 17, 13, 4]",34,"[0.17318792641162872, 0.08362843096256256, 0.11432483047246933, 0.61592698097229, 0.01293187402188778]"
rising action,"[11, 6, 7, 6, 5, 17, 31, 2, 18, 8, 6, 12, 5]",34,"[0.2438248097896576, 0.11023947596549988, 0.3425341546535492, 0.24370025098323822, 0.05970132350921631]"
situational irony,"[7, 6, 8, 13, 2, 8, 6, 12, 5, 2, 14, 31, 6, 11, 12, 5, 21]",34,"[0.18375657498836517, 0.030962996184825897, 0.5450989603996277, 0.22707435488700867, 0.01310708187520504]"
static character,"[7, 8, 2, 8, 6, 18, 31, 18, 9, 2, 11, 2, 18, 8, 4, 11]",34,"[0.2559148073196411, 0.07286934554576874, 0.3495257496833801, 0.27914959192276, 0.042540546506643295]"
suspense,"[7, 13, 7, 3, 4, 5, 7, 4]",34,"[0.16496290266513824, 0.07572107762098312, 0.12052130699157715, 0.5290390253067017, 0.10975568741559982]"
unreliable narrator,"[13, 5, 11, 4, 14, 6, 2, 10, 14, 4, 31, 5, 2, 11, 11, 2, 8, 12, 11]",34,"[0.18405620753765106, 0.11506614089012146, 0.4542979896068573, 0.24384421110153198, 0.002735439920797944]"
verbal irony,"[28, 4, 11, 10, 2, 14, 31, 6, 11, 12, 5, 21]",34,"[0.418475478887558, 0.023719709366559982, 0.44348305463790894, 0.09883148223161697, 0.01549020130187273]"
adjacent,"[2, 20, 23, 2, 18, 4, 5, 8]",34,"[0.20221157371997833, 0.16306442022323608, 0.2981782853603363, 0.2303718775510788, 0.10617385059595108]"
anticipate,"[2, 5, 8, 6, 18, 6, 3, 2, 8, 4]",34,"[0.09675759822130203, 0.24259403347969055, 0.23234646022319794, 0.37866997718811035, 0.04963185265660286]"
antithesis,"[2, 5, 8, 6, 8, 9, 4, 7, 6, 7]",34,"[0.1756003051996231, 0.2631709575653076, 0.36710894107818604, 0.17046046257019043, 0.023659421131014824]"
assonance,"[2, 7, 7, 12, 5, 2, 5, 18, 4]",34,"[0.22142942249774933, 0.057899344712495804, 0.232477605342865, 0.42213889956474304, 0.06605473905801773]"
cliché,"[18, 14, 6, 18, 9, 0]",34,"[0.15925225615501404, 0.23116101324558258, 0.2599755525588989, 0.05995474010705948, 0.28965646028518677]"
consonance,"[18, 12, 5, 7, 12, 5, 2, 5, 18, 4]",34,"[0.10600060224533081, 0.10316932946443558, 0.07422091066837311, 0.61271071434021, 0.10389843583106995]"
diction,"[20, 6, 18, 8, 6, 12, 5]",34,"[0.12199943512678146, 0.24871189892292023, 0.30847153067588806, 0.22337910532951355, 0.0974380373954773]"
diligent,"[20, 6, 14, 6, 17, 4, 5, 8]",34,"[0.1736845076084137, 0.317188560962677, 0.20279867947101593, 0.2710045278072357, 0.035323675721883774]"
ethos,"[4, 8, 9, 12, 7]",34,"[0.1999000757932663, 0.4989461600780487, 0.13079622387886047, 0.13405025005340576, 0.036307379603385925]"
euphemism,"[4, 13, 3, 9, 4, 19, 6, 7, 19]",34,"[0.1713171899318695, 0.04841446131467819, 0.17357555031776428, 0.5317800641059875, 0.07491268962621689]"
exempt,"[4, 27, 4, 19, 3, 8]",34,"[0.09429986029863358, 0.09586789458990097, 0.14493103325366974, 0.6355528235435486, 0.029348496347665787]"
free verse,"[22, 11, 4, 4, 31, 28, 4, 11, 7, 4]",34,"[0.7852393388748169, 0.02572576142847538, 0.119099922478199, 0.061058592051267624, 0.008876357227563858]"
jargon,"[23, 2, 11, 17, 12, 5]",34,"[0.40726062655448914, 0.07754024118185043, 0.32779228687286377, 0.1626218557357788, 0.02478501945734024]"
logos,"[14, 12, 17, 12, 7]",34,"[0.1974434107542038, 0.396110475063324, 0.1082330048084259, 0.2635851800441742, 0.03462790697813034]"
meter,"[19, 4, 8, 4, 11]",34,"[0.24427519738674164, 0.3647211492061615, 0.1296418458223343, 0.21497386693954468, 0.046387966722249985]"
morpheme,"[19, 12, 11, 3, 9, 4, 19, 4]",34,"[0.23089881241321564, 0.07567286491394043, 0.17436136305332184, 0.464061975479126, 0.05500498041510582]"
oxymoron,"[12, 27, 21, 19, 12, 11, 12, 5]",34,"[0.04545510560274124, 0.09311378747224808, 0.02017468586564064, 0.8316009044647217, 0.009655528701841831]"
paradox,"[3, 2, 11, 2, 20, 12, 27]",34,"[0.14644059538841248, 0.40896910429000854, 0.03288668766617775, 0.37930455803871155, 0.032399095594882965]"
pathos,"[3, 2, 8, 9, 12, 7]",34,"[0.18700139224529266, 0.45217466354370117, 0.23692649602890015, 0.09356706589460373, 0.030330302193760872]"
pun,"[3, 13, 5]",34,"[0.31668445467948914, 0.2318723201751709, 0.12004215270280838, 0.24095459282398224, 0.09044630825519562]"
register,"[11, 4, 17, 6, 7, 8, 4, 11]",34,"[0.385247141122818, 0.20448185503482819, 0.11480306833982468, 0.27578383684158325, 0.01968410424888134]"
repetition,"[11, 4, 3, 4, 8, 6, 8, 6, 12, 5]",34,"[0.08368026465177536, 0.1246676966547966, 0.37090370059013367, 0.3930807411670685, 0.027667637914419174]"
retrieve,"[11, 4, 8, 11, 6, 4, 28, 4]",34,"[0.7400497198104858, 0.024031922221183777, 0.20475316047668457, 0.027057142928242683, 0.004108012653887272]"
rhetoric,"[11, 9, 4, 8, 12, 11, 6, 18]",34,"[0.14181029796600342, 0.6408005952835083, 0.0399332270026207, 0.15687204897403717, 0.02058376930654049]"
rhyme scheme,"[11, 9, 21, 19, 4, 31, 7, 18, 9, 4, 19, 4]",34,"[0.3701014518737793, 0.2465875893831253, 0.17078232765197754, 0.1759401112794876, 0.03658846393227577]"
scarce,"[7, 18, 2, 11, 18, 4]",34,"[0.2643938958644867, 0.17854319512844086, 0.2603458762168884, 0.17914226651191711, 0.11757471412420273]"
slang,"[7, 14, 2, 5, 17]",34,"[0.2602792978286743, 0.24560831487178802, 0.18403750658035278, 0.25810346007347107, 0.05197148770093918]"
style,"[7, 8, 21, 14, 4]",34,"[0.658240556716919, 0.07327477633953094, 0.1352321058511734, 0.10447030514478683, 0.02878219075500965]"
syntax,"[7, 21, 5, 8, 2, 27]",34,"[0.09093233942985535, 0.20523397624492645, 0.05203191563487053, 0.6242731213569641, 0.02752867341041565]"
voice,"[28, 12, 6, 18, 4]",34,"[0.6966344714164734, 0.05997248739004135, 0.07452376931905746, 0.11741641163825989, 0.05145285278558731]"
acknowledge,"[2, 18, 16, 5, 12, 26, 14, 4, 20, 17, 4]",34,"[0.11138916015625, 0.011590942740440369, 0.8380040526390076, 0.027849465608596802, 0.01116648968309164]"
annotate,"[2, 5, 5, 12, 8, 2, 8, 4]",34,"[0.2027958333492279, 0.1480681449174881, 0.1867881566286087, 0.44721826910972595, 0.015129544772207737]"
appraise,"[2, 3, 3, 11, 2, 6, 7, 4]",34,"[0.19973942637443542, 0.1478448361158371, 0.49666979908943176, 0.10652133077383041, 0.0492246076464653]"
coherence,"[18, 12, 9, 4, 11, 4, 5, 18, 4]",34,"[0.2164829969406128, 0.23801442980766296, 0.1281440556049347, 0.30218783020973206, 0.11517069488763809]"
criterion,"[18, 11, 6, 8, 4, 11, 6, 12, 5]",34,"[0.19172637164592743, 0.3028782308101654, 0.07111787796020508, 0.3692805767059326, 0.06499692797660828]"
derive,"[20, 4, 11, 6, 28, 4]",34,"[0.5285745859146118, 0.21334081888198853, 0.1032007709145546, 0.13507628440856934, 0.019807539880275726]"
explicit,"[4, 27, 3, 14, 6, 18, 6, 8]",34,"[0.1253829151391983, 0.09392353892326355, 0.46857067942619324, 0.12450948357582092, 0.1876133680343628]"
implicit,"[6, 19, 3, 14, 6, 18, 6, 8]",34,"[0.11766663938760757, 0.06355015188455582, 0.5901584625244141, 0.10093500465154648, 0.12768971920013428]"
objectivity,"[12, 10, 23, 4, 18, 8, 6, 28, 6, 8, 21]",34,"[0.21602527797222137, 0.07178492844104767, 0.3533589243888855, 0.3329367935657501, 0.025894075632095337]"
rebuttal,"[11, 4, 10, 13, 8, 8, 2, 14]",34,"[0.19233909249305725, 0.13431072235107422, 0.3587442934513092, 0.297387957572937, 0.017217932268977165]"
subjectivity,"[7, 13, 10, 23, 4, 18, 8, 6, 28, 6, 8, 21]",34,"[0.15960878133773804, 0.13136893510818481, 0.2565731406211853, 0.4309389591217041, 0.021510154008865356]"
substantiate,"[7, 13, 10, 7, 8, 2, 5, 8, 6, 2, 8, 4]",34,"[0.18550488352775574, 0.18838724493980408, 0.17466004192829132, 0.4401467740535736, 0.011300957761704922]"
sufficient,"[7, 13, 22, 22, 6, 18, 6, 4, 5, 8]",34,"[0.10154799371957779, 0.053178030997514725, 0.7102457880973816, 0.10437799990177155, 0.030650191009044647]"
transfer,"[8, 11, 2, 5, 7, 22, 4, 11]",34,"[0.34781259298324585, 0.10903776437044144, 0.2487805038690567, 0.21653971076011658, 0.07782941311597824]"
validate,"[28, 2, 14, 6, 20, 2, 8, 4]",34,"[0.14014576375484467, 0.34994637966156006, 0.22520151734352112, 0.27441683411598206, 0.010289464145898819]"
ambiguous,"[2, 19, 10, 6, 17, 13, 12, 13, 7]",34,"[0.03884115070104599, 0.010437377728521824, 0.8334627151489258, 0.10760962963104248, 0.009649070911109447]"
antecedent,"[2, 5, 8, 4, 18, 4, 20, 4, 5, 8]",34,"[0.08264623582363129, 0.6786192655563354, 0.031062312424182892, 0.19107890129089355, 0.01659330725669861]"
appositive,"[2, 3, 3, 12, 7, 6, 8, 6, 28, 4]",34,"[0.04988568276166916, 0.014652125537395477, 0.8687010407447815, 0.06371507048606873, 0.0030460860580205917]"
cognate,"[18, 12, 17, 5, 2, 8, 4]",34,"[0.16622942686080933, 0.08704940974712372, 0.3137665390968323, 0.4148283302783966, 0.01812625490128994]"
comprehensive,"[18, 12, 19, 3, 11, 4, 9, 4, 5, 7, 6, 28, 4]",34,"[0.12233626842498779, 0.35444438457489014, 0.19140326976776123, 0.31745898723602295, 0.0143571263179183]"
coordinating conjunction,"[18, 12, 12, 11, 20, 6, 5, 2, 8, 6, 5, 17, 31, 18, 12, 5, 23, 13, 5, 18, 8, 6, 12, 5]",34,"[0.0890185758471489, 0.009992377832531929, 0.7709929943084717, 0.12106005847454071, 0.008936099708080292]"
correlative conjunction,"[18, 12, 11, 11, 4, 14, 2, 8, 6, 28, 4, 31, 18, 12, 5, 23, 13, 5, 18, 8, 6, 12, 5]",34,"[0.20118923485279083, 0.017754407599568367, 0.5479853749275208, 0.22722917795181274, 0.005841891746968031]"
figurative language,"[22, 6, 17, 13, 11, 2, 8, 6, 28, 4, 31, 14, 2, 5, 17, 13, 2, 17, 4]",34,"[0.15604500472545624, 0.027522796764969826, 0.4982546865940094, 0.3156067132949829, 0.0025707543827593327]"
inevitable,"[6, 5, 4, 28, 6, 8, 2, 10, 14, 4]",34,"[0.056308940052986145, 0.11324148625135422, 0.038645993918180466, 0.7854578495025635, 0.006345726083964109]"
interjection,"[6, 5, 8, 4, 11, 23, 4, 18, 8, 6, 12, 5]",34,"[0.12338893860578537, 0.18533457815647125, 0.2439204752445221, 0.4241088628768921, 0.023247171193361282]"
linguistic,"[14, 6, 5, 17, 13, 6, 7, 8, 6, 18]",34,"[0.13410596549510956, 0.22145287692546844, 0.42409059405326843, 0.1494026929140091, 0.07094795256853104]"
meticulous,"[19, 4, 8, 6, 18, 13, 14, 12, 13, 7]",34,"[0.10328768193721771, 0.39951878786087036, 0.05723127722740173, 0.42768925428390503, 0.012272980064153671]"
